X1,X2,X3,X4,X5,y
1.045650341,0.128589185,0.488644079,-0.675197454,-1.035015311,0.186535272
-0.65631369,0.705023505,-0.501495613,-0.88992208,-0.577772771,-1.385986556
0.839280141,0.381749014,-0.816789647,1.485876868,0.374968746,-2.319427013
1.517644096,0.653488065,-0.959695803,-0.128810364,-1.320331182,-1.737388665
2.077221412,0.857390108,-0.52606073,-0.137112992,1.46406145,0.203641807
2.154009013,0.569206058,-0.723221029,-0.197904255,-1.652335133,0.263493281
-0.086245168,2.100574683,-0.851272683,1.286431797,-1.315780251,-1.6186068
0.064030615,0.936692871,0.46445943,-0.940496387,0.894772816,-0.710815051
0.151645177,-1.141580062,0.748192647,0.125314877,0.032354414,-1.799377524
-0.144417972,0.415351147,0.712124453,-1.920118992,-0.751046666,-1.762237533
-1.541139558,0.44389985,0.097595989,-1.734623606,0.859749278,-1.301673872
0.916992545,-0.534264261,-0.449667737,1.985978742,-1.091505199,0.219142188
0.508674579,-0.450954241,0.215859511,-1.239354521,-1.31908664,-0.089032124
0.235612797,2.352206035,-0.954386558,2.15068441,-0.897898679,10.56194111
-0.732524035,0.45699506,-0.998938259,-0.763780739,1.714851086,-4.381136811
1.930318463,0.025001399,-0.354429825,-0.726160552,-0.17054805,-1.050486492
0.109661395,-0.077718241,-0.990510427,-0.376142892,0.778108397,-4.217021003
-1.782602702,0.583112536,1.486510481,0.256890775,1.006213575,-2.151641363
0.105156084,-0.768903437,-0.975895795,-0.159465825,0.547081348,-4.492530752
-1.911588565,0.668080825,-0.807137567,0.444807949,1.530578925,-5.479161165
-0.786302769,-0.325951406,0.843058659,-0.324320666,-1.902006565,8.375781301
-0.198149972,1.286328804,-0.212145615,-1.068620114,0.821687472,-2.272178089
0.542809176,-0.155550826,-0.071124657,-0.693991199,-0.901519918,-1.275728621
-0.384708569,1.469420099,-0.570174756,-1.593043868,0.648234996,-2.343818897
0.776633593,1.169835351,-0.236501318,0.4117345,0.344520144,-1.085400502
-3.381485308,2.089984095,-0.384138438,0.422081729,-1.682883606,-3.608495322
-2.139367565,-0.020828567,0.313239568,0.937461343,-1.442903769,6.609845936
0.049594453,-0.907171135,-0.313999786,-0.202459388,1.086940254,2.164347801
0.012598744,0.518672828,0.111754423,-0.079504018,0.416291469,-0.807205521
-0.58029672,1.074256267,-0.237902632,-0.222636612,-1.91905522,-3.02329235
0.90691329,-0.294472057,0.134912259,0.192217669,-0.552176707,10.15612154
-2.041620626,-1.047088911,-0.730630143,-0.664082408,1.731018265,-7.947599743
-0.050030286,-0.138401423,-0.921857858,0.1093928,-1.721163211,-1.427124084
-0.32746331,1.367689698,0.331466332,0.57168236,-0.32024368,0.555126348
0.117159789,1.212610525,-0.969533399,-1.45906199,-0.29823643,-2.214282447
0.939963967,-0.271521883,-0.208291343,-1.618955972,1.852567018,-4.070233731
1.473668159,0.169728616,-0.701979114,0.674069422,-1.212962381,0.483722719
-1.145637015,-0.228068011,-0.968294822,0.82690273,0.650236506,-0.791825416
-1.250888841,-0.771090447,-0.98751678,-0.55144207,-1.676301783,11.68276634
1.282972592,-1.334602973,-0.274883443,-0.157968584,0.98768811,-2.395701821
0.601590634,0.743310092,2.57846817,0.852114978,0.727492869,1.924655138
0.603106483,0.529470804,-0.442602109,-0.305703384,-0.088288717,-0.857748841
1.6591644,2.187935025,0.31382516,-0.408913054,-0.011478694,1.416353966
0.271568159,-0.513906522,-0.473149942,-1.780371602,-0.835536921,-2.676282264
-0.629154688,-0.236360157,-0.775547419,-1.528563629,0.202828487,-4.10279794
0.921204031,0.795188116,-0.094826398,0.111546103,-0.907068026,0.128029172
0.424816266,0.423770217,-0.187352482,-0.257522716,1.825592685,-2.859392221
1.363287796,-0.426644712,-0.624254874,-1.007408486,-1.008247405,1.018665567
0.521946432,-0.118639987,-0.886045171,-1.790286574,0.447927346,-3.587223331
1.633254899,-0.27648054,-0.836417276,-0.868665683,-1.872752696,-1.789539303
1.594638485,-1.145211477,-0.844532847,-0.809139273,0.376180886,-3.081964914
1.124275829,1.484120937,-0.884745634,-0.417580427,-1.36694039,0.13312104
-0.987747298,-1.089880871,-0.852495804,0.535654207,-0.491566056,-2.659384465
-2.226880364,-1.141168937,-0.711858631,0.780257923,0.786097012,-4.595687413
0.638697301,-0.435874791,-0.431997661,-0.101196898,0.575617761,3.2928597
-0.150662891,0.762057965,-0.472752014,-0.638561282,1.096657129,-1.581687206
-1.366084384,1.230810586,-0.874165828,1.969751321,1.287326207,-2.286059797
-1.236445108,0.028455333,-0.845681228,-0.324205804,1.248543467,-4.790293964
-0.580343565,-0.975744041,-0.648383832,0.471432369,-1.801697145,-3.750058942
2.152880861,-0.145643137,0.526438838,-2.144274785,-0.284328351,0.628409541
-1.774954978,0.972312424,-0.93971655,-0.219720515,-0.275884924,-4.18299904
-0.364533508,-0.310260742,-0.879413933,-1.796630907,-0.401382637,-4.131642619
-0.974446463,-2.055485161,-0.288699406,1.149654474,-0.103246328,-5.058618408
0.342228721,-0.887851176,-0.709503369,-1.759929859,0.452073318,-2.252701359
0.718025844,-0.158906679,-0.407809526,-1.069551437,0.945816247,-2.917474106
0.686511039,-1.168676158,-0.882445709,-0.753704609,-0.595040635,-2.680824938
0.83118552,-0.35085659,0.363296394,0.208943921,-0.438518842,-1.369751617
0.009697396,-1.589154644,-0.656856513,-0.656783858,0.598770287,-4.939019672
0.708736263,-1.18329347,-0.992830653,1.409215834,1.440377769,-4.598388505
-0.866463022,0.816019434,-0.453834866,-0.014059008,0.123949752,-3.501107588
0.780890419,-0.306173863,0.700400482,0.205281706,-0.767291295,0.439562491
0.59869138,-0.174530568,0.982000122,-1.788523017,-1.816568159,2.094857488
1.05569826,0.750256823,-0.686796746,1.775135041,-0.258679465,-1.070545276
-0.228008736,-0.924608621,-0.601035771,-0.532326483,-0.887782341,-2.097339942
-1.981098397,0.004774952,0.70657438,-0.26860426,-1.760376093,-1.658840661
0.308380439,-0.228611589,1.68247874,-0.709155245,-0.57053925,-0.414002026
0.54096771,3.134326999,0.049034701,-0.310295196,0.037164759,0.051691441
-1.10992644,1.711671622,0.027452686,0.771508469,-1.583010107,-0.185257301
-1.684999543,0.71359186,1.491648519,-0.23984581,-1.669665561,-1.843841713
-0.342317035,0.209243509,-0.367236945,1.46125745,-0.64545451,-3.201998919
0.015206615,1.94084783,-0.370804003,-1.045933177,-0.566326994,4.009961852
-0.062589996,1.202381934,-0.563681727,2.357966155,-0.095788925,-0.663644484
-0.293454875,-0.602492103,0.653743599,1.674793419,-1.027867339,1.430682745
0.514816429,0.346614446,0.719646503,-0.500240604,0.123598024,-1.048417931
-0.741872215,0.270142474,-0.298191022,1.154062097,-0.470553823,-3.306490723
0.441618604,-0.425130897,-0.580488792,-0.86993212,-1.562862031,-1.812526632
1.996924219,2.629339374,-0.916984217,0.200997132,-0.256115458,0.5808831
-1.04814281,0.608003074,0.875658892,1.608260727,0.882971669,-2.92142249
0.5893953,-0.359839815,2.085377492,-0.553769806,0.293274158,1.598419355
0.013077368,1.406344572,3.137474194,0.530857126,1.633618841,0.688857427
-1.069650209,1.17044815,-0.703527785,0.088879391,1.825357639,-5.709418465
-0.211747637,-0.027312275,0.765452529,0.002820582,1.479088806,-2.787667101
1.80692011,1.229208924,-0.319765062,-0.703856574,-0.368889285,1.849439567
0.677783032,-1.015527294,0.385423914,0.3944237,0.672118475,-2.774920754
-0.211100722,1.483953796,3.436609678,0.956496944,0.666212507,1.818147221
0.002205736,-0.789946179,-0.762122587,-0.822909113,1.116203108,-4.247930499
-2.180935145,0.510500406,0.275039833,-0.157300295,1.699497632,-5.224633351
0.058199411,0.791966098,-0.984387082,0.544970464,-0.490118547,-0.278045766
1.376236887,-0.038697261,0.130544875,-0.463273875,-0.523691811,3.066789751
2.418545843,-0.080025453,0.076657619,-0.584571178,-1.703913981,2.190445485
1.349554284,-0.707858225,-0.539481024,-0.291392084,1.234276925,12.5325931
1.35924694,-0.104729196,1.970666174,0.083557624,-0.609167788,2.740383449
-0.128099413,-0.094111765,-0.905797538,-0.626597197,0.591632772,-3.967868342
1.50583432,-1.414257465,0.5991912,-0.143601484,-0.773008343,-1.075506123
-0.655598638,1.007296149,-0.808533721,0.135657379,-0.848986159,-1.736505024
-1.379129629,1.787522366,-0.736002413,-0.290122932,0.280601518,-1.667560175
-1.609395481,-0.605845576,2.421461799,-0.701174311,-0.406679464,1.69093569
1.444712511,0.008043106,0.435635185,1.006583849,-0.884226911,-0.71683304
0.07573443,0.461363682,-0.898446751,0.865987436,-1.006408693,-1.697606109
-0.439343504,-0.332265221,0.011161937,-2.055855691,1.917917426,-4.641506004
0.608407346,-1.10624194,-0.686099272,0.417910414,-1.401716292,-1.030319853
0.886995175,0.934988773,-0.702630821,-1.614069201,-0.035248686,-1.847505807
0.943937478,-0.309089754,-0.333782353,0.020031839,1.972268965,-3.128259346
0.797467682,0.734233941,-0.589598279,-0.216164441,-0.445242178,-0.853850889
0.152055981,0.611443196,1.480877387,1.211588713,1.323209414,-0.49189957
1.23515715,1.001880797,0.765350668,1.682688163,-1.264949424,0.536276154
0.927377463,-0.439939734,1.51882287,0.904720519,0.670191439,-0.795744217
-0.797217528,0.76548939,-0.710366737,-0.409196283,0.842701629,0.378845746
-0.076438624,-1.158302751,0.460105343,-0.837034315,-1.159065904,-0.023556647
-1.75293785,-1.630586892,-0.24472008,-0.588146663,-1.022994616,-4.441576587
0.189363986,-2.732825325,2.011373246,0.933579876,-0.743540036,4.881674917
0.776106513,-1.546692901,0.598531707,1.60659346,0.959510094,5.338404938
-0.509812387,-1.774642133,-0.113244321,1.042279431,0.631283789,-3.631102251
-1.160125242,-0.071702131,0.260733605,-0.448555168,1.230715423,-3.837114548
0.268997849,-0.21364156,-0.106755837,0.098985751,-0.097640084,-0.606110974
-0.105993307,-0.047030811,-0.699885231,-2.847371172,0.268597209,-2.8291837
-0.21765899,-1.065470497,2.396829712,-1.134449993,-0.844509264,4.702283412
1.257735176,-0.335413625,-0.944726597,-0.308829732,1.065775882,-2.788805785
-0.393272144,0.923474566,3.563672013,0.923344297,0.740091429,4.940787079
-0.555298531,1.985818309,-0.326851184,-2.294864661,0.150057796,-2.582297047
1.591254161,-0.067575691,-0.649419159,0.001527077,1.323380682,-0.770338485
0.242917424,-0.273559491,-0.704284996,-0.321221288,-1.937594576,-1.975939718
0.942294496,-0.269873153,-0.656732558,-0.278650928,0.221706391,-2.940113436
-0.574657048,0.353853835,-0.2126319,-0.119060105,-0.613267203,-2.965073029
0.004733281,1.123511105,-0.807619987,-0.183620783,-1.712044424,-2.401990565
1.412692861,-0.229989731,-0.874940239,0.582763189,-1.906418461,-1.525717582
0.027519233,-2.69642456,1.695413949,-1.614637792,0.475513943,0.98815073
-0.416563272,0.717693659,-0.916082534,-0.937434864,0.861847973,-1.663659395
-0.356119142,-0.244932713,0.515157379,-0.029704693,1.49237762,-1.817839457
0.693084095,-0.754922243,-0.478795018,0.614987045,-1.365609173,-1.978586136
0.124675608,-0.78885717,-0.375817086,-0.586653682,-0.727719295,-3.181524955
-0.353913657,-0.538586843,2.48735705,0.833524778,-1.213092259,1.41219811
-3.073991754,0.777072103,0.223351455,-1.039276938,0.301635825,-3.278071767
0.877273588,0.125577764,0.028190828,1.255939638,-1.800095355,-0.887057617
-2.561743953,0.955067776,2.36397845,1.736172562,1.477795458,-2.659198925
-0.09128501,0.042210791,0.219671069,-0.271821298,1.98876233,2.278034551
-0.184919121,-0.232524178,0.16762444,2.006099224,-0.927706178,14.72626871
0.540240211,0.830088255,1.723639442,0.171830582,-0.779933725,1.46374808
-2.4844378,-2.254914767,0.157422117,0.560320364,0.877116638,-7.02373765
-0.855060852,0.425054504,0.133089747,0.205814677,-1.548662802,5.07122241
0.292105763,-1.890521852,1.48977432,-0.944566166,0.095414778,-1.640446981
2.946931637,-0.220746289,-0.681837379,-0.758394327,-1.416072516,-0.500927281
1.796242183,0.234108312,-0.405916449,0.43837107,-0.004061379,-0.21179129
