X1,X2,X3,X4,X5,y
1.276378007,1.836929317,-1.156202346,0.516631685,-0.779265305,0.436503436
-2.165709096,-2.667540668,1.584664154,-0.542587187,1.158094162,2.041013235
0.098681984,0.166828415,-0.215214152,0.833226003,-0.198869134,1.489215093
0.017895828,-0.121184374,0.032781565,-0.876925865,-0.403700211,2.388036166
-1.252641195,-1.425074055,1.096561171,-1.759375221,1.864719805,1.092755052
-0.109818373,-0.105821294,0.215801489,-1.583849994,0.229895899,1.12147105
-0.421655718,-0.901887785,0.526240333,1.916797351,-1.048522709,4.587113568
-0.519429917,-0.663226088,0.423020396,1.130471351,1.783396676,2.283438766
-0.564607175,-0.957022652,0.811217581,0.462907001,-0.619663118,4.64843256
-0.417978004,-0.548109743,0.315847949,-0.608164195,-0.31563236,1.864624542
-0.038197455,0.104625412,-0.021860196,-1.103315224,-1.69888043,0.722063737
-0.440731549,-0.470007971,0.357349983,-0.338728697,-0.067768295,1.466503226
0.401295737,0.58788535,-0.341531301,0.563400892,-0.160375878,0.000807519
1.390951509,1.93886471,-1.263709558,-0.846764464,0.401638125,-2.633942945
-0.210413326,-0.299111942,0.214731652,-0.744889233,0.573691843,2.229842895
-0.252113926,-0.165255636,0.109899049,-0.404082294,-1.154378673,1.65112742
0.086863062,-0.206093153,-0.165356423,-0.370252646,0.630617117,2.298992722
-0.862909991,-1.133084458,0.584366281,0.750734095,-0.783126418,2.615674015
-0.341817447,-0.35016117,0.188416621,0.381693978,-0.006208341,1.386481838
-1.738777849,-1.886581406,1.32355654,-0.154733189,0.490471161,3.697410386
-2.395388317,-2.988706924,1.836007923,0.298755266,-0.631422455,5.300030114
-0.249175153,-0.431247009,0.240184987,-1.035349995,-0.245820971,1.356011707
0.845826659,1.119485235,-0.598802524,0.091915645,1.261365758,1.492622234
-0.569038742,-0.628046491,0.533773818,0.205251855,-0.61600594,2.406507297
0.08049893,0.129471369,-0.269019959,-1.158917948,-1.048678462,-0.800013532
-0.151920149,-0.267776021,0.110635287,-0.612557085,-0.980993262,2.404983352
0.344716187,0.280606025,-0.247839262,2.359114948,-0.443717885,2.758863928
-1.25244833,-1.503361849,0.820427379,1.312132041,-1.048254488,2.653271567
-0.963329342,-1.250980664,0.763101452,-1.45E-06,1.323341118,2.35303653
0.412349598,-0.053518422,-0.128698455,0.324290167,1.445171209,3.242796005
-0.714820064,-0.93485987,0.518968337,0.508134646,-0.187381205,4.073815851
-2.246444543,-2.695640659,1.824654012,0.545355207,2.092979425,2.925042437
-0.752456757,-0.726630356,0.594594028,0.262716087,0.835965172,1.71797728
-2.191471775,-2.361387265,1.663412356,-0.682077258,-0.317427377,0.804637368
0.386098422,0.500122919,-0.488739676,-0.486942262,-0.124057642,-0.436956239
-0.327292783,-0.248884702,0.072153955,2.310917021,-1.366138948,3.243136358
1.027858865,1.155373648,-0.787666549,-1.186968628,-1.229886323,0.056214659
-0.639021205,-0.519097012,0.454868883,-0.310358801,1.537020742,-0.019979584
0.099743811,-0.038219107,-0.210220286,0.897812024,-0.944876069,3.378626578
0.971584489,1.125845209,-0.83678953,0.590924861,1.127392623,1.331868095
0.328016874,0.401648687,-0.193838241,0.263070337,-0.802798437,0.941224664
0.003427352,-0.118283295,-0.036494619,-0.117373705,0.215223955,1.075094326
1.220334445,1.831237916,-1.143723259,-0.023297647,-1.252572118,1.26866527
0.124961256,0.24260158,-0.230481037,-0.86790829,-3.269376131,1.87004576
-0.582817883,-0.596606287,0.415412634,1.179723215,0.136326676,3.64601907
-0.585472031,-0.88331363,0.406750776,0.42526345,0.740022004,2.171948068
0.382352132,0.466547401,-0.246811134,-0.737602483,0.799311308,1.063857058
-0.364861039,-0.735572893,0.660484094,1.014039135,1.157421651,2.981243433
0.575525208,0.600252389,-0.496039645,-0.012900137,0.290595716,0.177197662
-1.314348077,-1.656436122,0.819341579,-1.437388147,1.433340015,1.468262877
1.691052696,2.021706355,-1.136304246,-0.959001169,0.118646844,-2.575770318
-0.561553822,-0.617888205,0.548431657,-0.774454729,-1.090123197,0.476697126
-0.205917258,-0.241487526,0.122282579,0.126550359,1.363323304,0.930577581
0.805903345,1.256891195,-0.799407551,-1.581430666,2.075358767,-1.847057307
-0.700067987,-0.744746327,0.644459928,0.12153695,0.680807845,2.724414328
0.546789599,0.793669507,-0.450599076,0.820559672,-0.253011629,2.44066149
0.018303463,0.117788016,-0.193919466,-0.095521243,1.227227998,1.802748123
-1.636322908,-2.049639777,1.307928204,0.609710948,0.373969614,4.477414087
-0.131919189,-0.415320316,0.16231805,-0.745528021,0.682480825,2.695948671
-1.725774457,-1.982847498,1.384866035,0.752985361,1.435881154,5.104610299
-0.158962817,-0.631331923,0.391467874,-0.290237463,-1.703572017,1.414938611
-0.293192346,-0.619527142,0.297189052,0.292065471,-1.359671949,4.12907425
0.0778588,0.271154376,-0.214681592,-1.051130903,0.27908737,0.341091324
-0.813989335,-0.727937827,0.613411669,0.988019287,0.228162986,2.815032387
-1.201471912,-1.255599535,0.922600696,1.287998876,-2.097889889,3.447900183
-1.829043554,-2.265511563,1.630881715,-2.239657676,1.528140186,2.130391035
-0.212486208,-0.168340583,0.212636157,0.798732717,0.528064927,-0.013498434
-1.071652276,-1.427829776,1.084793502,-0.27381433,-1.576484734,1.695660975
0.473735163,0.876987079,-0.65838181,-0.445276973,0.539727152,-0.752058272
0.594679245,0.916924281,-0.500974981,-0.978957618,-1.026691746,2.007339394
0.40717868,0.617956353,-0.278434973,1.009501915,-0.408350218,0.866961974
0.631398562,0.681114896,-0.415740083,0.468072125,0.00566842,2.212457942
0.684643745,0.718409857,-0.438154308,-1.37505242,-0.637080109,0.641911415
0.455685177,0.548344913,-0.422228423,1.178267138,-0.509130529,1.924003876
0.336114135,0.520905439,-0.401460323,0.56339539,1.343816837,-0.489881164
0.004732717,-0.097506052,-0.146105522,1.742378918,1.346675801,2.901208564
0.1322515,0.286858053,-0.185861302,-1.416246977,0.921107003,-2.17334814
1.083919866,0.853325125,-0.730136129,-0.37108363,0.88697259,-0.521551503
-0.243666969,-0.498250888,0.528348356,-0.658243241,-0.234216126,4.122403665
2.137185138,2.292764339,-1.701025654,-0.300337903,-0.891196902,0.309749929
-0.981836616,-0.96787452,0.73435809,1.93739925,0.031958252,3.748503348
0.764778325,1.015529739,-0.739080453,-0.604826944,0.192166777,-0.175610318
-0.190819404,-0.521758814,0.132579641,1.722131822,-0.138369142,3.540850604
0.470435065,0.590842815,-0.444651958,-1.019738833,-0.898325387,1.296221486
